0.42, 0.11, 0.21, 2.34, 91.13, 3.72, 0.482286, 91.2359, 1.142, 56.9032, 77.8776
0.52, 0.12, 0.79, 0.46, 65.26, 0.27, 0.953362, 65.2622, 1.142, 56.9032, 37.8145
0.5, 0, 0, 0, 0, 0, 0.5, 0, 1.142, 56.9032, 90
-0.06, 0.61, 0.82, 1.38, 10.65, 5.93, 1.02377, 12.2675, 1.15067, 57.4342, 34.9152
-0.05, 0.59, 0.82, 6.82, 12.97, 5.25, 1.01143, 15.5659, 1.163, 57.6612, 34.9152
-0.03, 0.62, 0.77, 4.28, 10.29, 2.37, 0.98904, 11.3938, 1.20333, 57.7085, 39.6461
-0.04, 0.62, 0.79, 0.88, 7, 0.34, 1.00504, 7.06329, 1.21167, 57.5402, 37.8145
-0.01, 0.62, 0.8, 0.19, 5.59, 0.15, 1.01218, 5.59524, 1.21067, 57.3842, 36.8699
-0.02, 0.64, 0.79, 0.35, 0.27, 0.68, 1.01691, 0.811049, 1.21267, 57.0379, 37.8145
-0.04, 0.63, 0.78, 0.97, 0.71, 0.07, 1.00344, 1.20412, 1.21367, 56.8582, 38.7394
-0.02, 0.61, 0.78, 0.56, 0.88, 0.39, 0.990404, 1.1136, 1.204, 56.5822, 38.7394
-0.04, 0.63, 0.78, 0.9, 0.84, 0.88, 1.00344, 1.51327, 1.19133, 56.2872, 38.7394
-0.04, 0.64, 0.78, 0.78, 0.13, 0.91, 1.00975, 1.20557, 1.18833, 55.2952, 38.7394
-0.03, 0.63, 0.79, 0.02, 1.74, 0.93, 1.01089, 1.97304, 1.18867, 54.0235, 37.8145
-0.04, 0.62, 0.79, 0.95, 0.92, 0.2, 1.00504, 1.3375, 1.18967, 53.4512, 37.8145
-0.04, 0.63, 0.76, 0.08, 0.63, 40, 0.987978, 40.005, 1.18933, 53.6617, 40.5358
-0.35, 0.18, 0.04, 3.86, 134.48, 102.5, 0.395601, 169.133, 1.18933, 53.6617, 87.7076
